product_title,rating,summary,review,sentiment
BoAt BassHeads 100 Wired Headset,4,Really Nice,I just love it.. the bass quality is amazing... if u use this in ur ipod.. u ll get amazing sound.. best value for money.. thnks boat and flipkart!!,Positive
U&I Titanic Series - Low Price Bluetooth Neckband Bluetooth Headset,5,Great product,Good,Positive
BoAt BassHeads 100 Wired Headset,5,Just wow!,nice product and good desighn    it is comfort to use Worth for money I have using fast 1year the product thank you FlipkartÃƒÂ°Ã…Â¸Ã‹ÂœÃ‚Â,Positive
realme Buds Q Bluetooth Headset,4,Delightful,Not given 5 star bcz there is lag in touch response,Positive
BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,4,Pretty good,"""Voice dropping and bluetooth interference is very frequent and spoils the experience of superb sound quality",Positive
realme Buds 2 Wired Headset,5,Great product,Awesome earphones in all i buy till nowÃƒÂ¢Ã‚ÂÃ‚Â¤ÃƒÂ¯Ã‚Â¸Ã‚ÂAnd its too good for pubg player ÃƒÂ°Ã…Â¸Ã‹ÂœÃ¢Â€Â¦,Positive
BoAt Airdopes 131 Bluetooth Headset,5,Best in the market!,Loved itÃƒÂ¢Ã‚ÂÃ‚Â¤ÃƒÂ¯Ã‚Â¸Ã‚ÂÃƒÂ¢Ã‚ÂÃ‚Â¤ÃƒÂ¯Ã‚Â¸Ã‚ÂÃƒÂ¢Ã‚ÂÃ‚Â¤ÃƒÂ¯Ã‚Â¸Ã‚ÂÃƒÂ¢Ã‚ÂÃ‚Â¤ÃƒÂ¯Ã‚Â¸Ã‚ÂÃƒÂ¢Ã‚ÂÃ‚Â¤ÃƒÂ¯Ã‚Â¸Ã‚Â,Positive
BoAt BassHeads 100 Wired Headset,4,Pretty good,"""Good but not best.. Sound quality ok ok.. but Flipkart doing his job very well like packaging",Positive
BoAt BassHeads 100 Wired Headset,5,Mind-blowing purchase,very good bass and produces good sound like high quality headphones.it is comfortable in ear and reduces noise from surrounding .a good product at 499,Positive
OnePlus Bullets Wireless Z Bass Edition Bluetooth Headset,4,Worth the money,"""This was my first wireless headphones.I had lot of expectations",Positive
BoAt Airdopes 131 Bluetooth Headset,4,Worth the money,It's good. Great price,Positive
BoAt BassHeads 100 Wired Headset,5,Terrific,"""the quality of earphones are just fine",Positive
OnePlus Bullets Wireless Z Bluetooth Headset,5,Classy product,Awesome productSound quality - 5/5Vocals - 5/5Trebles - 5/5Bass-4.5/5Battery backup - 6/5Build quality - 5/5The product is absolutely value for money with the one plus branding. It is a great competitor of all wireless earphones within this range. The overall product is absolutely good with balanced sound quality.,Positive
BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,5,Wonderful,Sound quality is awsome.. Best product with this range.,Positive
realme Buds Wireless Bluetooth Headset,5,Awesome,battery backup is awesome in this buds....hot looking...sound and bass quality is very good.....,Positive
OnePlus Bullets Wireless Z Bluetooth Headset,5,Great product,Excellent Product ÃƒÂ°Ã…Â¸Ã‚Â¥Ã‚Â°ÃƒÂ°Ã…Â¸Ã‚Â¤Ã‚Â¸ÃƒÂ°Ã…Â¸Ã‚Â¥Ã‚Â°ÃƒÂ°Ã…Â¸Ã‚Â¥Ã‚Â°ÃƒÂ°Ã…Â¸Ã‚Â¤Ã‚Â¸ÃƒÂ°Ã…Â¸Ã‚Â¤Ã‚Â¸ÃƒÂ°Ã…Â¸Ã‚Â¤Ã‚Â¸ÃƒÂ°Ã…Â¸Ã‚Â¤Ã‚Â¸ÃƒÂ¢Ã…Â“Ã…Â’ÃƒÂ¯Ã‚Â¸Ã‚ÂÃƒÂ¢Ã…Â“Ã…Â’ÃƒÂ¯Ã‚Â¸Ã‚ÂÃƒÂ¢Ã…Â“Ã…Â’ÃƒÂ¯Ã‚Â¸Ã‚ÂÃƒÂ¢Ã…Â“Ã…Â’ÃƒÂ¯Ã‚Â¸Ã‚ÂÃƒÂ¢Ã…Â“Ã…Â’ÃƒÂ¯Ã‚Â¸Ã‚ÂÃƒÂ°Ã…Â¸Ã‚Â¥Ã‚Â°ÃƒÂ°Ã…Â¸Ã‚Â¥Ã‚Â°,Positive
OnePlus Bullets Wireless Z Bluetooth Headset,5,Worth every penny,I can't even believe it that a product can be this much  better It's battery backup is totally awesomeI charged it 2 days ago and till now it just consumed just 40% charge and remain 60% till nowIt's the 3rd day of I received the earphoneAnd I am very glad with this oneMust buy it I recommend by my experience,Positive
BoAt Airdopes 131 Bluetooth Headset,4,Nice product,Good product,Positive
OnePlus Bullets Wireless Z Bluetooth Headset,5,Great product,The best one in this price. Mic and sound quality both are awesome.,Positive
realme Buds 2 Wired Headset,5,Classy product,sound quality is crispy and clear.  base is good . the material of the wire is very good . finally I got a good headphone . if you want a durable headphone then go for it . if not boat rockers are also good option . but I prefer durable headphone which can long last like 3 years,Positive
BoAt BassHeads 100 Wired Headset,5,Highly recommended,"""I am overall satisfied with this product. Good build quality",Positive
U&I Titanic Series - Low Price Bluetooth Neckband Bluetooth Headset,5,Perfect product!,Nice,Positive
realme Buds 2 Wired Headset,5,Best in the market!,at first thank u Flipkart for delivering this product at this difficult time I am very happy with fast delivery of the product.if I talk about the earphones this earphones is one of the best earphones I ever experienced build quality sound quality design  are extremely well at this price I recommend every one to buy this earphone those who fond of music.,Positive
BoAt BassHeads 100 Wired Headset,5,Very Good product,these are good earphonesat this price don't expect it to have base like BOSEvery good quality and sound is clear and most important won't hurt your earsGo for it,Positive
BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,4,Wonderful,"""Good looks",Positive
OnePlus Bullets Wireless Z Bluetooth Headset,4,Value-for-money,Dont ever use it for playing PUBG Mobile,Positive
U&I Titanic Series - Low Price Bluetooth Neckband Bluetooth Headset,5,Classy product,Nice,Positive
U&I Titanic Series - Low Price Bluetooth Neckband Bluetooth Headset,5,Awesome,Average product,Positive
BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,5,Brilliant,Good,Positive
U&I Titanic Series - Low Price Bluetooth Neckband Bluetooth Headset,5,Excellent,Good quality wire damaged but working nicely,Positive
U&I Titanic Series - Low Price Bluetooth Neckband Bluetooth Headset,5,Terrific purchase,Nice,Positive
realme Buds 2 Wired Headset,5,Perfect product!,surely this will satisfy you at this price range I never expected that this headphone will be this much good I am very happy about. if anyone looking to buy this earphone close your eyes and you can buy it,Positive
BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,5,Brilliant,Nice product verry good all items Boat,Positive
OnePlus Bullets Wireless Z Bass Edition Bluetooth Headset,5,Highly recommended,"""Top notch quality as it is from OnePlus and I am gym goer",Positive
U&I Titanic Series - Low Price Bluetooth Neckband Bluetooth Headset,4,Delightful,"""Good sound quality",Positive
OnePlus Bullets Wireless Z Bass Edition Bluetooth Headset,4,Really Nice,Good,Positive
BoAt Airdopes 131 Bluetooth Headset,5,Just wow!,Velue for money,Positive
BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,4,Good choice,Boat super headphones...,Positive
BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,5,Terrific,Awesome product,Positive
realme Buds 2 Wired Headset,5,Worth every penny,best quality sound bass awesome realme earphone,Positive
BoAt Airdopes 131 Bluetooth Headset,5,Terrific purchase,Best product price is also very low cost,Positive
BoAt Airdopes 131 Bluetooth Headset,5,Mind-blowing purchase,Awesome,Positive
OnePlus Bullets Wireless Z Bluetooth Headset,5,Mind-blowing purchase,Good,Positive
BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,5,Terrific purchase,"""For the first time",Positive
BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,5,Great product,What an aswm purchase... gud sound gud bass.... great product... loved it..,Positive
U&I Titanic Series - Low Price Bluetooth Neckband Bluetooth Headset,5,Worth every penny,Nice,Positive
OnePlus Bullets Wireless Z Bass Edition Bluetooth Headset,4,Value-for-money,Awesome in one word just...,Positive
realme Buds Wireless Bluetooth Headset,5,Wonderful,I am using it since one month and my reviews arePros:1. Best Form Factor2. Light Weight3. Amazing Sound Quality4. Outstanding battery backup.5. Effortless Connectivity.Cons:Bass could be better.Overall most reliable and effective product delivered by Realme.,Positive
OnePlus Bullets Wireless Z Bluetooth Headset,5,Simply awesome,"""Pure value for money.. Bought one for me and one for my girl.. The best earphone in such a small price. My thoughts were ambivalent before buying this earphones due to mixed responses from the market. But after buying this",Positive
BoAt BassHeads 100 Wired Headset,5,Just wow!,"""Nice earphones at reasonable priceLoved the taffy pink color and the pattern at the earbuds.I am a great music listener and prefer my calls to be attended on earphone ",Positive
OnePlus Bullets Wireless Z Bass Edition Bluetooth Headset,5,Excellent,Good product,Positive
BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,5,Wonderful,Nice product ÃƒÂ°Ã…Â¸Ã‹ÂœÃ…Â’ happy with the experience ÃƒÂ¢Ã‹ÂœÃ‚ÂºÃƒÂ¯Ã‚Â¸Ã‚Â my brother liked this a lot ÃƒÂ¢Ã‹ÂœÃ‚ÂºÃƒÂ¯Ã‚Â¸Ã‚Â,Positive
realme Buds 2 Wired Headset,5,Just wow!,Best earphone in this range.bass and sound is very loud,Positive
BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,4,Very Good,Nice one go for it worth every penny I bought it for 799 rs in big billion days 20 mins charge 4 hrs back up it's completely true I tested it but their is no return option you will only get replacement people who just play with flipkart buying using and returning means u will get nothing if u buy it u must keep it,Positive
realme Buds Q Bluetooth Headset,5,Terrific purchase,Nice product,Positive
realme Buds 2 Wired Headset,4,Nice product,In my phone sound is very low I think it's my phone folt bcoz in other phones it's work very good I like it.,Positive
realme Buds 2 Wired Headset,5,Highly recommended,Wonderful sounds,Positive
BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,5,Worth every penny,Nice product,Positive
BoAt BassHeads 100 Wired Headset,5,Brilliant,I loved it. Thank you flipkart for the product and I got it at just 418 bucks. I am so happy with the product.,Positive
BoAt BassHeads 100 Wired Headset,5,Excellent,"""Sound & bass is balanced ",Positive
BoAt Airdopes 131 Bluetooth Headset,4,Worth the money,I am happy with what I received.,Positive
OnePlus Bullets Wireless Z Bass Edition Bluetooth Headset,5,Great product,Nice products... amazing sound,Positive
realme Buds Q Bluetooth Headset,5,Perfect product!,"""Purchased @ price of 1499. Compared to wired sony Xtra bass following observation. 1. Bass is good but not as much as sony but decent enough. Bass provided by sony earphones at 50-60% volume is provided by realme at sound level 80-90%.2. Battery is decent works for 2-3 hours for calling and loud music. 3. Build quality good doesn't feel itchy for longer use. 4. Box charger is B type",Positive
U&I Titanic Series - Low Price Bluetooth Neckband Bluetooth Headset,5,Mind-blowing purchase,Good,Positive
BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,5,Highly recommended,Awesome looks and feel..  Bass and sound quality is awesome.... boAt is boAt... Awesome,Positive
realme Buds 2 Wired Headset,5,Best in the market!,"""This is the best for daily use. It feels like nothing when in the ear and it's easy to keep organised",Positive
BoAt BassHeads 100 Wired Headset,5,Super!,Sound quality is Soo good at this price.... Good bass and also so easy to carry.... Value for money product must buy without hesitation....,Positive
realme Buds Wireless Bluetooth Headset,4,Really Nice,It is awesome the bass everything but it may lag if you play online games like pubg etc like 100ms oe .1s and if your device dosent have bluetooth 5.0 if not work at its full potential. And while calling it may lag if your phone is old.,Positive
BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,5,Mind-blowing purchase,Sound is good battery is also good but it's built quality is very poor mine one stopped working within 1 month,Positive
realme Buds 2 Wired Headset,5,Mind-blowing purchase,amazing earphone i have ever used...in the starting i was little bit confused all about the earphone because i switched from sony earphones but after using 1 week i experienced this earbuds..and im happy...that these buds are great ... best and durable,Positive
realme Buds Wireless Bluetooth Headset,5,Super!,"""Sound quality is best in this price range",Positive
realme Buds Q Bluetooth Headset,5,Simply awesome,Awesome hearing experience and fabulous work by realme... must buy ÃƒÂ¢Ã…Â“Ã…Â’ÃƒÂ°Ã…Â¸Ã‚ÂÃ‚Â»,Positive
BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,5,Terrific,It's really very nice I'm totally satisfied with this,Positive
realme Buds Q Bluetooth Headset,5,Mind-blowing purchase,Best quality,Positive
BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,5,Mind-blowing purchase,"""This earphone is just awsome yaar ",Positive
OnePlus Bullets Wireless Z Bass Edition Bluetooth Headset,4,Pretty good,Good quality,Positive
BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,5,Just wow!,Amazing product at this price ÃƒÂ°Ã…Â¸Ã¢Â€Â™Ã¢Â€Â¢,Positive
realme Buds 2 Wired Headset,5,Worth every penny,Sound quality is amazing and build quantity is also amazing my brother is also using this ear buds 1 for long time and its performance is still very good so I also ordered ear buds 2 and both are amazing and working up to expectations.,Positive
OnePlus Bullets Wireless Z Bluetooth Headset,5,Just wow!,Awesome,Positive
